"商品コード","検索カナ","略称","印刷用コード","商品名","名称２","名称３","名称４","名称５","品合せ担当者CD","分類２コード","分類３コード","分類４コード","分類５コード","部門コード","バラ単位コード","ケース単位コード","ケース２単位コード","ケース入数","ケース２入数","使用単価","ケース入数小数桁","ケース箱数小数桁","ケース２入数小数桁","ケース２箱数小数桁","単価小数桁","数量小数桁","数量端数処理","金額端数桁","金額端数処理","消費税区分","売上使用単価","売上使用単価 取得順序","仕入使用単価","仕入使用単価 取得順序","使用原単価","使用原単価 取得順序","バラ標準価格","ケース標準価格","ケース２標準価格","バラ原価","ケース原価","ケース２原価","バラ売価１","ケース売価１","ケース２売価１","バラ売価２","ケース売価２","ケース２売価２","バラ売価３","ケース売価３","ケース２売価３","バラ売価４","ケース売価４","ケース２売価４","バラ売価５","ケース売価５","ケース２売価５","在庫管理","在庫単価","導入時在庫日付","導入時在庫数量","導入時在庫金額","主仕入先コード","売上計算式コード","仕入計算式コード","摘要","日計歩引金額","月計歩引金額","汎用数値３","汎用数値４","汎用数値５","汎用日付１","汎用日付２","汎用日付３","汎用日付４","汎用日付５","汎用摘要１","汎用摘要２","汎用摘要３","汎用摘要４","汎用摘要５","JANコード","有効期限","在庫評価方法","消費税率"
"01450","ｼ014","商01450","","商01450","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01460","ｼ014","商01460","","商01460","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01470","ｼ014","商01470","","商01470","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01480","ｼ014","商01480","","商01480","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01490","ｼ014","商01490","","商01490","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01499","ｼ014","商01499","","商01499","","","","","002","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,0,0,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01500","ｼ015","商01500","","商01500","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01501","ｼ015","商01501","","商01501","","","","","002","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,0,0,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01502","ｼ015","商01502","","商01502","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01503","ｼ015","商01503","","商01503","","","","","002","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,0,0,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01506","ｼ015","商01506","","商01506","","","","","002","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,0,0,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01508","ｼ015","商01508","","商01508","","","","","002","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,0,0,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01510","ｼ015","商01510","","商01510","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01512","ｼ015","商01512","","商01512","","","","","002","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,0,0,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01516","ｼ015","商01516","","商01516","","","","","002","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,0,0,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01520","ｼ015","商01520","","商01520","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01522","ｼ015","商01522","","商01522","","","","","000","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,0,0,1,1,1,2,224,"834567",68,"801269",64,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"未設定","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01530","ｼ015","商01530","","商01530","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01532","ｼ015","商01532","","商01532","","","","","002","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,0,0,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01533","ｼ015","商01533","","商01533","","","","","002","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,0,0,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01535","ｼ015","商01535","","商01535","","","","","002","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,0,0,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01539","ｼ015","商01539","","商01539","","","","","002","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,0,0,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01540","ｼ015","商01540","","商01540","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01550","ｼ015","商01550","","商01550","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01560","ｼ015","商01560","","商01560","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01570","ｼ015","商01570","","商01570","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01580","ｼ015","商01580","","商01580","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01590","ｼ015","商01590","","商01590","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01599","ｼ015","商01599","","商01599","","","","","002","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,0,0,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01600","ｼ016","商01600","","商01600","","","","","002","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01603","ｼ016","商01603","","商01603","","","","","002","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,0,0,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01608","ｼ016","商01608","","商01608","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,0,0,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01610","ｼ016","商01610","","商01610","","","","","002","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01620","ｼ016","商01620","","商01620","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01621","ｼ016","商01621","","商01621","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01630","ｼ016","商01630","","商01630","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01640","ｼ016","商01640","","商01640","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01650","ｼ016","商01650","","商01650","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01660","ｼ016","商01660","","商01660","","","","","002","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01670","ｼ016","商01670","","商01670","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01680","ｼ016","商01680","","商01680","","","","","002","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01690","ｼ016","商01690","","商01690","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01700","ｼ017","商01700","","商01700","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01703","ｼ017","商01703","","商01703","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,0,0,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01710","ｼ017","商01710","","商01710","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01711","ｼ017","商01711","","商01711","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01720","ｼ017","商01720","","商01720","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01730","ｼ017","商01730","","商01730","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"01740","ｼ017","商01740","","商01740","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
