"伝票日付","伝票区分(71:在庫調整)","伝票番号","管理番号(表示のみ)","納期（伝票）","出荷予定日（伝票）","得意先コード","得意先名１","得意先名２(使用しない)","敬称(使用しない)","先方部署名(使用しない)","先方役職名(使用しない)","先方担当者名(使用しない)","請求先コード","担当者コード(使用しない)","担当者名(使用しない)","部門コード(使用しない)","部門名(使用しない)","納入先コード","納入先１（使用しない）","納入先名２(使用しない)","納入先先方部署名(使用しない)","納入先先方役職名(使用しない)","納入先先方担当者名(使用しない)","等級汎用マスター１コード","等級汎用マスター１名","階級汎用マスター２コード","階級汎用マスター２名","荷印汎用マスター３コード","荷印汎用マスター３名","産地汎用マスター４コード","産地汎用マスター４名","汎用マスター５コード（伝票）","汎用マスター５名（伝票）","倉庫コード（伝票）","倉庫名（伝票）","摘要(全角32文字)","社店コード（統一伝票）","分類コード（統一伝票）","取引先コード（統一伝票）","伝票区分（統一伝票）","汎用数値１（伝票）","汎用数値２（伝票）","汎用数値３（伝票）","汎用数値４（伝票）","汎用数値５（伝票）","システムデート","ジョブデート","汎用日付３（伝票）","汎用日付４（伝票）","汎用日付５（伝票）","汎用摘要１（伝票）","汎用摘要２（伝票）","汎用摘要３（伝票）","汎用摘要４（伝票）","汎用摘要５（伝票）","付箋（伝票）","付箋摘要（伝票）","発行区分","適格請求書計算","諸口得意先法人番号","諸口得意先郵便番号","諸口得意先住所１","諸口得意先住所２","諸口得意先住所３","諸口得意先電話番号","諸口得意先FAX番号","諸口納入先法人番号","諸口納入先郵便番号","諸口納入先住所１","諸口納入先住所２","諸口納入先住所３","諸口納入先電話番号","諸口納入先FAX番号","諸口納入先敬称","１階層目行番号","２階層目行番号","３階層目行番号","４階層目行番号","５階層目行番号","明細種(1固定)","納期（明細）","出荷予定日（明細）","等級コード","階級コード","荷印コード","産地コード(任意)","区分コード","倉庫コード（明細）","商品コード","ケース２入数(使用しない)","ケース２箱数(使用しない)","入数(使用しない)","箱数(使用しない)","数量","区分(1:ﾛｽ,4:振替,6:調整)","単価","金額","本体金額","消費税(使用しない)","原単価(使用しない)","原価(使用しない)","原価本体金額","売単価(使用しない)","売価(使用しない)","売価本体金額","ケース２入数(使用しない)小数桁数","ケース２箱数(使用しない)小数桁数","入数(使用しない)小数桁数","箱数(使用しない)小数桁数","数量小数桁数","数量端数処理","単価小数桁数","使用単価","金額端数桁数","金額端数処理","消費税区分","売価消費税区分","消費税率インデックス","税額計算単位","税額端数桁","税額端数処理","仕入先コード(使用しない)","計算式コード","汎用数値１（明細）","汎用数値２（明細）","汎用数値３（明細）","汎用数値４（明細）","汎用数値５（明細）","汎用日付１（明細）","汎用日付２（明細）","汎用日付３（明細）","汎用日付４（明細）","汎用日付５（明細）","付箋（明細）","印字対象外区分","明細区分","同時入力区分","直送区分","等級名","階級名","荷印名","産地名","区分名","倉庫名（明細）","商品名","商品名２(使用しない)","商品名３(使用しない)","商品名４(使用しない)","商品名５(使用しない)","印刷用商品コード(使用しない)","(2:G経費,3:ｸｻﾘ,5:加工費B)","手入力項目(半角8文字)","仕入先名１(使用しない)","仕入先名２(使用しない)","汎用摘要１（明細）","汎用摘要２（明細）","汎用摘要３（明細）","汎用摘要４（明細）","汎用摘要５（明細）","付箋摘要（明細）"
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,28,0,0,0,0,1,,,"546","024","5101","000","000","0000","00113",0.0000,0.0000,0.0000,0.0000,5.0000,"06",3100.0000,15500.0000,15500.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等546,階024,荷5101,"","","",商00113,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,29,0,0,0,0,1,,,"546","026","5101","000","000","0000","00113",0.0000,0.0000,0.0000,0.0000,33.0000,"06",3396.0000,112068.0000,112068.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等546,階026,荷5101,"","","",商00113,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,30,0,0,0,0,1,,,"546","028","5101","000","000","0000","00113",0.0000,0.0000,0.0000,0.0000,52.0000,"06",3663.0000,190476.0000,190476.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等546,階028,荷5101,"","","",商00113,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,31,0,0,0,0,1,,,"546","032","5101","000","000","0000","00113",0.0000,0.0000,0.0000,0.0000,128.0000,"06",3866.0000,494848.0000,494848.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等546,階032,荷5101,"","","",商00113,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,32,0,0,0,0,1,,,"540","026","5115","000","000","0000","00113",0.0000,0.0000,0.0000,0.0000,13.0000,"06",3565.0000,46345.0000,46345.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等540,階026,荷5115,"","","",商00113,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,33,0,0,0,0,1,,,"540","028","5115","000","000","0000","00113",0.0000,0.0000,0.0000,0.0000,25.0000,"06",4045.0000,101125.0000,101125.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等540,階028,荷5115,"","","",商00113,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,34,0,0,0,0,1,,,"540","032","5115","000","000","0000","00113",0.0000,0.0000,0.0000,0.0000,40.0000,"06",3958.0000,158320.0000,158320.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等540,階032,荷5115,"","","",商00113,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,35,0,0,0,0,1,,,"665","028","7001","000","000","0000","00113",0.0000,0.0000,0.0000,0.0000,21.0000,"06",3122.0000,65562.0000,65562.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等665,階028,荷7001,"","","",商00113,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,36,0,0,0,0,1,,,"665","036","7001","000","000","0000","00113",0.0000,0.0000,0.0000,0.0000,4.0000,"06",3500.0000,14000.0000,14000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等665,階036,荷7001,"","","",商00113,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,37,0,0,0,0,1,,,"025","024","7011","000","000","0000","00113",0.0000,0.0000,0.0000,0.0000,5.0000,"06",4000.0000,20000.0000,20000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等025,階024,荷7011,"","","",商00113,"","","","","",単06,ﾃﾆ1,"","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,38,0,0,0,0,1,,,"025","046","7011","000","000","0000","00113",0.0000,0.0000,0.0000,0.0000,20.0000,"06",4365.0000,87300.0000,87300.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等025,階046,荷7011,"","","",商00113,"","","","","",単06,ﾃﾆ1,"","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,39,0,0,0,0,1,,,"027","028","7011","000","000","0000","00113",0.0000,0.0000,0.0000,0.0000,2.0000,"06",4300.0000,8600.0000,8600.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等027,階028,荷7011,"","","",商00113,"","","","","",単06,ﾃﾆ1,"","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,40,0,0,0,0,1,,,"025","046","5100","000","000","0000","00132",0.0000,0.0000,0.0000,0.0000,5.0000,"06",3823.0000,19115.0000,19115.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等025,階046,荷5100,"","","",商00132,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,41,0,0,0,0,1,,,"545","046","5100","000","000","0000","00132",0.0000,0.0000,0.0000,0.0000,16.0000,"06",3800.0000,60800.0000,60800.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等545,階046,荷5100,"","","",商00132,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,42,0,0,0,0,1,,,"004","040","5101","000","000","0000","00132",0.0000,0.0000,0.0000,0.0000,7.0000,"06",3500.0000,24500.0000,24500.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等004,階040,荷5101,"","","",商00132,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,43,0,0,0,0,1,,,"002","026","5102","000","000","0000","00132",0.0000,0.0000,0.0000,0.0000,9.0000,"06",3952.0000,35568.0000,35568.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等002,階026,荷5102,"","","",商00132,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,44,0,0,0,0,1,,,"002","028","5102","000","000","0000","00132",0.0000,0.0000,0.0000,0.0000,55.0000,"06",3633.0000,199815.0000,199815.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等002,階028,荷5102,"","","",商00132,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,45,0,0,0,0,1,,,"002","032","5102","000","000","0000","00132",0.0000,0.0000,0.0000,0.0000,115.0000,"06",3686.0000,423890.0000,423890.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等002,階032,荷5102,"","","",商00132,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,46,0,0,0,0,1,,,"002","040","5102","000","000","0000","00132",0.0000,0.0000,0.0000,0.0000,35.0000,"06",3000.0000,105000.0000,105000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等002,階040,荷5102,"","","",商00132,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,47,0,0,0,0,1,,,"002","046","5102","000","000","0000","00132",0.0000,0.0000,0.0000,0.0000,119.0000,"06",3001.0000,357119.0000,357119.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等002,階046,荷5102,"","","",商00132,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,48,0,0,0,0,1,,,"058","046","5130","000","000","0000","00132",0.0000,0.0000,0.0000,0.0000,2.0000,"06",4200.0000,8400.0000,8400.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等058,階046,荷5130,"","","",商00132,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,49,0,0,0,0,1,,,"002","026","5106","000","000","0000","00134",0.0000,0.0000,0.0000,0.0000,7.0000,"06",4400.0000,30800.0000,30800.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等002,階026,荷5106,"","","",商00134,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,50,0,0,0,0,1,,,"025","028","7011","000","000","0000","00134",0.0000,0.0000,0.0000,0.0000,3.0000,"06",3711.0000,11133.0000,11133.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等025,階028,荷7011,"","","",商00134,"","","","","",単06,ﾃﾆ1,"","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,51,0,0,0,0,1,,,"025","032","7011","000","000","0000","00134",0.0000,0.0000,0.0000,0.0000,16.0000,"06",3887.0000,62192.0000,62192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等025,階032,荷7011,"","","",商00134,"","","","","",単06,ﾃﾆ1,"","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,52,0,0,0,0,1,,,"025","036","7011","000","000","0000","00134",0.0000,0.0000,0.0000,0.0000,15.0000,"06",3800.0000,57000.0000,57000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等025,階036,荷7011,"","","",商00134,"","","","","",単06,ﾃﾆ1,"","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,53,0,0,0,0,1,,,"025","040","7011","000","000","0000","00134",0.0000,0.0000,0.0000,0.0000,5.0000,"06",3800.0000,19000.0000,19000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等025,階040,荷7011,"","","",商00134,"","","","","",単06,ﾃﾆ1,"","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,54,0,0,0,0,1,,,"540","026","5115","000","000","0000","00136",0.0000,0.0000,0.0000,0.0000,5.0000,"06",4500.0000,22500.0000,22500.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等540,階026,荷5115,"","","",商00136,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,55,0,0,0,0,1,,,"540","028","5115","000","000","0000","00136",0.0000,0.0000,0.0000,0.0000,10.0000,"06",5000.0000,50000.0000,50000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等540,階028,荷5115,"","","",商00136,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,56,0,0,0,0,1,,,"000","000","9001","000","000","0000","00302",0.0000,0.0000,0.0000,0.0000,200.0000,"06",3.0000,600.0000,600.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,1,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,"","",荷9001,"","","",商00302,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,57,0,0,0,0,1,,,"000","086","9001","000","000","0000","00302",0.0000,0.0000,0.0000,0.0000,800.0000,"06",5.0000,4000.0000,4000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,1,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,"",階086,荷9001,"","","",商00302,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,58,0,0,0,0,1,,,"000","089","9001","000","000","0000","00302",0.0000,0.0000,0.0000,0.0000,1300.0000,"06",5.0000,6500.0000,6500.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,1,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,"",階089,荷9001,"","","",商00302,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,59,0,0,0,0,1,,,"000","092","9001","000","000","0000","00302",0.0000,0.0000,0.0000,0.0000,600.0000,"06",5.0000,3000.0000,3000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,1,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,"",階092,荷9001,"","","",商00302,"","","","","",単06,"","","","","","","","",""
