"伝票日付","伝票区分(11:掛仕入,12:現金仕入)","伝票番号","発注番号（伝票）","精算日","支払予定日","仕入先コード","仕入先名","仕入先名２","敬称","仕入先先方部署名","仕入先先方役職名","仕入先先方担当者名","支払先コード","担当者コード","担当者名","部門コード","部門名","納入先コード","納入先名１","納入先名２","納入先先方部署名","納入先先方役職名","納入先先方担当者名","等級汎用マスター１コード","等級汎用マスター１名","階級汎用マスター２コード","階級汎用マスター２名","荷印汎用マスター３コード","荷印汎用マスター３名","産地汎用マスター４コード","産地汎用マスター４名","汎用マスター５コード（伝票）","汎用マスター５名（伝票）","倉庫コード（伝票）","倉庫名（伝票）","摘要","汎用数値１（伝票）","汎用数値２（伝票）","汎用数値３（伝票）","汎用数値４（伝票）","汎用数値５（伝票）","システムデート","ジョブデート","汎用日付３（伝票）","汎用日付４（伝票）","汎用日付５（伝票）","汎用摘要１（伝票）","汎用摘要２（伝票）","汎用摘要３（伝票）","汎用摘要４（伝票）","汎用摘要５（伝票）","付箋（伝票）","付箋摘要（伝票）","発行区分","返還区分","適格請求書計算","諸口仕入先法人番号","諸口仕入先郵便番号","諸口仕入先住所１","諸口仕入先住所２","諸口仕入先住所３","諸口仕入先電話番号","諸口仕入先FAX番号","諸口仕入先適格事業者番号","諸口納入先法人番号","諸口納入先郵便番号","諸口納入先住所１","諸口納入先住所２","諸口納入先住所３","諸口納入先電話番号","諸口納入先FAX番号","諸口納入先敬称","１階層目行番号","２階層目行番号","３階層目行番号","４階層目行番号","５階層目行番号","明細種","発注番号（明細）","等級コード","階級コード","荷印コード","産地コード","区分コード","倉庫コード（明細）","商品コード","ケース２入数","ケース２箱数","入数","箱数","数量","単位コード","単価","金額","本体金額","消費税","売上単価","売上金額","売上本体金額","ケース２入数小数桁数","ケース２箱数小数桁数","入数小数桁数","箱数小数桁数","数量小数桁数","数量端数処理","単価小数桁数","使用単価","金額端数桁数","金額端数処理","消費税区分","消費税率インデックス","税額計算単位","税額端数桁","税額端数処理","主得意先コード","計算式コード","汎用数値１（明細）","汎用数値２（明細）","汎用数値３（明細）","汎用数値４（明細）","汎用数値５（明細）","汎用日付１（明細）","汎用日付２（明細）","汎用日付３（明細）","汎用日付４（明細）","汎用日付５（明細）","付箋（明細）","印字対象外区分","明細区分","ロケーションNo.","同時入力区分","直送区分","等級名","階級名","荷印名","産地名","区分名","倉庫名（明細）","商品名","商品名２","商品名３","商品名４","商品名５","印刷用商品コード","単位名","荷印手入力","主得意先名１","主得意先名２","汎用摘要１（明細）","汎用摘要２（明細）","汎用摘要３（明細）","汎用摘要４（明細）","汎用摘要５（明細）","付箋摘要（明細）","発注日","発注番号","発注伝票番号","発注１階層目行番号","発注２階層目行番号","発注３階層目行番号","発注４階層目行番号","発注５階層目行番号"
"2025/05/16",11,"0000000041","0000000000","2025/05/16",,"00180",仕00180,"","","","","","00180","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,5,0,0,0,0,1,"0000000000","099","000","0000","000","000","0000","01501",0.0000,0.0000,0.0000,0.0000,50.0000,"00",4200.0000,210000.0000,210000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等099,"","","","","",商01501,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/16",11,"0000000041","0000000000","2025/05/16",,"00180",仕00180,"","","","","","00180","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,6,0,0,0,0,1,"0000000000","048","000","0000","000","000","0000","01501",0.0000,0.0000,0.0000,0.0000,10.0000,"00",4200.0000,42000.0000,42000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等048,"","","","","",商01501,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/16",11,"0000000041","0000000000","2025/05/16",,"00180",仕00180,"","","","","","00180","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,7,0,0,0,0,1,"0000000000","099","000","0000","000","000","0000","01501",0.0000,0.0000,0.0000,0.0000,30.0000,"00",5200.0000,156000.0000,156000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等099,"","","","","",商01501,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/16",11,"0000000041","0000000000","2025/05/16",,"00180",仕00180,"","","","","","00180","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,8,0,0,0,0,1,"0000000000","048","000","0000","000","000","0000","01501",0.0000,0.0000,0.0000,0.0000,10.0000,"00",5200.0000,52000.0000,52000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等048,"","","","","",商01501,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/16",11,"0000000042","0000000000","2025/05/16",,"00181",仕00181,"","","","","","00181","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,1,0,0,0,0,1,"0000000000","000","067","0000","000","000","0000","01533",0.0000,0.0000,0.0000,0.0000,10.0000,"00",5500.0000,55000.0000,55000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,"",階067,"","","","",商01533,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/16",11,"0000000042","0000000000","2025/05/16",,"00181",仕00181,"","","","","","00181","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,2,0,0,0,0,1,"0000000000","000","008","8002","000","000","0000","01508",0.0000,0.0000,0.0000,0.0000,191.0000,"00",3000.0000,573000.0000,573000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,"",階008,荷8002,"","","",商01508,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000043","0000000000","2025/05/17",,"00604",仕00604,"","","","","","00604","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,1,0,0,0,0,1,"0000000000","000","020","5901","000","000","0000","01703",0.0000,0.0000,0.0000,0.0000,1.0000,"00",3750.0000,3750.0000,3750.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,"",階020,荷5901,"","","",商01703,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000043","0000000000","2025/05/17",,"00604",仕00604,"","","","","","00604","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,2,0,0,0,0,1,"0000000000","000","011","5904","000","000","0000","01703",0.0000,0.0000,0.0000,0.0000,8.0000,"00",2310.0000,18480.0000,18480.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,"",階011,荷5904,"","","",商01703,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000043","0000000000","2025/05/17",,"00604",仕00604,"","","","","","00604","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,3,0,0,0,0,1,"0000000000","000","022","5902","000","000","0000","01703",0.0000,0.0000,0.0000,0.0000,8.0000,"00",3650.0000,29200.0000,29200.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,"",階022,荷5902,"","","",商01703,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000043","0000000000","2025/05/17",,"00604",仕00604,"","","","","","00604","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,4,0,0,0,0,1,"0000000000","000","030","0000","000","000","0000","01703",0.0000,0.0000,0.0000,0.0000,14.0000,"00",4065.0000,56910.0000,56910.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,"",階030,"","","","",商01703,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000044","0000000000","2025/05/17",,"00005",仕00005,"","","","","","00005","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,1,0,0,0,0,1,"0000000000","000","000","0000","000","000","0000","00599",0.0000,0.0000,0.0000,0.0000,5.0000,"00",1300.0000,6500.0000,6500.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,"","","","","","",商00599,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000045","0000000000","2025/05/17",,"00627",仕00627,"","","","","","00627","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,1,0,0,0,0,1,"0000000000","606","008","0000","000","000","0000","01532",0.0000,0.0000,0.0000,0.0000,10.0000,"00",3280.0000,32800.0000,32800.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等606,階008,"","","","",商01532,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000045","0000000000","2025/05/17",,"00627",仕00627,"","","","","","00627","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,2,0,0,0,0,1,"0000000000","616","014","8911","000","000","0000","01599",0.0000,0.0000,0.0000,0.0000,20.0000,"00",4760.0000,95200.0000,95200.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等616,階014,荷8911,"","","",商01599,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000045","0000000000","2025/05/17",,"00627",仕00627,"","","","","","00627","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,3,0,0,0,0,1,"0000000000","610","010","0000","000","000","0000","01539",0.0000,0.0000,0.0000,0.0000,50.0000,"00",3400.0000,170000.0000,170000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等610,階010,"","","","",商01539,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000046","0000000000","2025/05/17",,"00059",仕00059,"","","","","","00059","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,1,0,0,0,0,1,"0000000000","000","003","0000","000","000","0000","00698",0.0000,0.0000,0.0000,0.0000,1.0000,"00",5300.0000,5300.0000,5300.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,"",階003,"","","","",商00698,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000047","0000000000","2025/05/17",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,1,0,0,0,0,1,"0000000000","584","580","5744","000","000","0000","00583",0.0000,0.0000,0.0000,0.0000,100.0000,"00",250.0000,25000.0000,25000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等584,階580,荷5744,"","","",商00583,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000047","0000000000","2025/05/17",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,2,0,0,0,0,1,"0000000000","584","083","5744","000","000","0000","00583",0.0000,0.0000,0.0000,0.0000,300.0000,"00",270.0000,81000.0000,81000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等584,階083,荷5744,"","","",商00583,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000047","0000000000","2025/05/17",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,3,0,0,0,0,1,"0000000000","584","580","5744","000","000","0000","00583",0.0000,0.0000,0.0000,0.0000,200.0000,"00",250.0000,50000.0000,50000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等584,階580,荷5744,"","","",商00583,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000047","0000000000","2025/05/17",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,4,0,0,0,0,1,"0000000000","086","078","5283","000","000","0000","00625",0.0000,0.0000,0.0000,0.0000,14.0000,"00",2700.0000,37800.0000,37800.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等086,階078,荷5283,"","","",商00625,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000047","0000000000","2025/05/17",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,5,0,0,0,0,1,"0000000000","000","078","5444","000","000","0000","00569",0.0000,0.0000,0.0000,0.0000,900.0000,"00",210.0000,189000.0000,189000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,"",階078,荷5444,"","","",商00569,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000047","0000000000","2025/05/17",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,6,0,0,0,0,1,"0000000000","000","550","5444","000","000","0000","00569",0.0000,0.0000,0.0000,0.0000,100.0000,"00",180.0000,18000.0000,18000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,"",階550,荷5444,"","","",商00569,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000047","0000000000","2025/05/17",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,7,0,0,0,0,1,"0000000000","000","078","5444","000","000","0000","05640",0.0000,0.0000,0.0000,0.0000,300.0000,"00",210.0000,63000.0000,63000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,2,1,2,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,"",階078,荷5444,"","","",商05640,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000047","0000000000","2025/05/17",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,8,0,0,0,0,1,"0000000000","529","086","5801","000","000","0000","00698",0.0000,0.0000,0.0000,0.0000,1.0000,"00",6000.0000,6000.0000,6000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等529,階086,荷5801,"","","",商00698,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000047","0000000000","2025/05/17",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,9,0,0,0,0,1,"0000000000","529","083","5801","000","000","0000","00698",0.0000,0.0000,0.0000,0.0000,3.0000,"00",6600.0000,19800.0000,19800.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等529,階083,荷5801,"","","",商00698,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000047","0000000000","2025/05/17",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,10,0,0,0,0,1,"0000000000","045","086","5801","000","000","0000","00698",0.0000,0.0000,0.0000,0.0000,1.0000,"00",6000.0000,6000.0000,6000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等045,階086,荷5801,"","","",商00698,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000047","0000000000","2025/05/17",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,11,0,0,0,0,1,"0000000000","045","083","5801","000","000","0000","00698",0.0000,0.0000,0.0000,0.0000,1.0000,"00",6600.0000,6600.0000,6600.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等045,階083,荷5801,"","","",商00698,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000047","0000000000","2025/05/17",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,12,0,0,0,0,1,"0000000000","045","083","5811","000","000","0000","00698",0.0000,0.0000,0.0000,0.0000,6.0000,"00",6600.0000,39600.0000,39600.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等045,階083,荷5811,"","","",商00698,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000047","0000000000","2025/05/17",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,13,0,0,0,0,1,"0000000000","529","083","5811","000","000","0000","00698",0.0000,0.0000,0.0000,0.0000,2.0000,"00",6600.0000,13200.0000,13200.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等529,階083,荷5811,"","","",商00698,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000047","0000000000","2025/05/17",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,14,0,0,0,0,1,"0000000000","000","553","5776","000","000","0000","00502",0.0000,0.0000,0.0000,0.0000,300.0000,"00",280.0000,84000.0000,84000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,"",階553,荷5776,"","","",商00502,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000047","0000000000","2025/05/17",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,15,0,0,0,0,1,"0000000000","048","089","5040","000","000","0000","00426",0.0000,0.0000,0.0000,0.0000,3.0000,"00",4800.0000,14400.0000,14400.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等048,階089,荷5040,"","","",商00426,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000047","0000000000","2025/05/17",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,16,0,0,0,0,1,"0000000000","048","086","5040","000","000","0000","00426",0.0000,0.0000,0.0000,0.0000,3.0000,"00",4800.0000,14400.0000,14400.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等048,階086,荷5040,"","","",商00426,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/17",11,"0000000047","0000000000","2025/05/17",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/26","2025/05/26",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,17,0,0,0,0,1,"0000000000","048","083","5040","000","000","0000","00426",0.0000,0.0000,0.0000,0.0000,13.0000,"00",4800.0000,62400.0000,62400.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等048,階083,荷5040,"","","",商00426,"","","","","","","","未設定","","","","","","","",,,,,,,,
